"causabas","capitulo_cid10","grupo_cid10","causabas_categoria","causabas_subcategoria"
"A399"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A39 Infecção meningogócica","A399 Infecção meningocócica não especificada"
"A400"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A40 Septicemia estreptocócica","A400 Septicemia por Streptococcus do grupo A"
"A401"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A40 Septicemia estreptocócica","A401 Septicemia por Streptococcus do grupo B"
"A402"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A40 Septicemia estreptocócica","A402 Septicemia por Streptococcus do grupo D"
"A403"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A40 Septicemia estreptocócica","A403 Septicemia por Streptococcus pneumonia"
"A408"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A40 Septicemia estreptocócica","A408 Outras septicemias estreptocócicas"
"A409"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A40 Septicemia estreptocócica","A409 Septicemia estreptocócica não especificada"
"A410"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A41 Outras septicemias","A410 Septicemia por Staphylococcus aureus"
"A411"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A41 Outras septicemias","A411 Septicemia por outros estafilococos especificados"
"A412"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A41 Outras septicemias","A412 Septicemia por estafilococos não especificados"
"A413"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A41 Outras septicemias","A413 Septicemia por Haemophilus influenzae"
"A414"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A41 Outras septicemias","A414 Septicemia por anaeróbios"
"A415"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A41 Outras septicemias","A415 Septicemia por outros microorganismos gram-negativos"
"A418"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A41 Outras septicemias","A418 Outras septicemias especificadas"
"A419"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A41 Outras septicemias","A419 Septicemia não especificada"
"A420"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A42 Actinomicose","A420 Actinomicose pulmonar"
"A421"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A42 Actinomicose","A421 Actinomicose abdominal"
"A422"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A42 Actinomicose","A422 Actinomicose cervicofacial"
"A427"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A42 Actinomicose","A427 Septicemia actinomicótica"
"A428"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A42 Actinomicose","A428 Outras formas de actinomicose"
"A429"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A42 Actinomicose","A429 Actinomicose não especificada"
"A430"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A43 Nocardiose","A430 Nocardiose pulmonar"
"A431"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A43 Nocardiose","A431 Nocardiose cutânea"
"A438"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A43 Nocardiose","A438 Outras formas de nocardiose"
"A439"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A43 Nocardiose","A439 Nocardiose não especificada"
"A440"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A44 Bartonelose","A440 Bartonelose sistêmica"
"A441"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A44 Bartonelose","A441 Bartonelose cutânea e cutâneo-mucosa"
"A448"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A44 Bartonelose","A448 Outras formas de bartonelose"
"A449"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A44 Bartonelose","A449 Bartonelose não especificada"
"A46"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A46 Erisipela","A46 Erisipela"
"A480"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A48 Outras doenças bacterianas não classificadas em outra parte","A480 Gangrena gasosa"
"A481"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A48 Outras doenças bacterianas não classificadas em outra parte","A481 Doença dos legionários"
"A482"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A48 Outras doenças bacterianas não classificadas em outra parte","A482 Doença dos legionários não-pneumônica (febre de Pontiac)"
"A483"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A48 Outras doenças bacterianas não classificadas em outra parte","A483 Síndrome do choque tóxico"
"A484"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A48 Outras doenças bacterianas não classificadas em outra parte","A484 Febre purpúrica do Brasil"
"A488"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A48 Outras doenças bacterianas não classificadas em outra parte","A488 Outras doenças bacterianas especificadas"
"A490"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A49 Infecção bacteriana de localização não especificada","A490 Infecção estafilocócica de localização não especificada"
"A491"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A49 Infecção bacteriana de localização não especificada","A491 Infecção estreptocócica de localização não especificada"
"A492"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A49 Infecção bacteriana de localização não especificada","A492 Infecção por Haemophilus influenzae de localização não especificada"
"A493"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A49 Infecção bacteriana de localização não especificada","A493 Infecção por Mycoplasma de localização não especificada"
"A498"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A49 Infecção bacteriana de localização não especificada","A498 Outras infecções bacterianas de localização não especificada"
"A499"," I - Algumas doenças infecciosas e parasitárias","Outras doenças bacterianas","A49 Infecção bacteriana de localização não especificada","A499 Infecção bacteriana não especificada"
"A500"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50 Sífilis congênita","A500 Sífilis congênita precoce sintomática"
"A501"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50 Sífilis congênita","A501 Sífilis congênita precoce, forma latente"
"A502"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50 Sífilis congênita","A502 Sífilis congênita precoce não especificada"
"A503"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50 Sífilis congênita","A503 Oculopatia sifilítica congênita tardia"
"A504"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50 Sífilis congênita","A504 Neurossífilis congênita tardia (neurossífilis juvenil)"
"A505"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50 Sífilis congênita","A505 Outras formas tardias e sintomáticas da sífilis congênita"
"A506"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50 Sífilis congênita","A506 Sífilis congênita tardia latente"
"A507"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50 Sífilis congênita","A507 Sífilis congênita tardia não especificada"
"A509"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50 Sífilis congênita","A509 Sífilis congênita não especificada"
"A510"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51 Sífilis precoce","A510 Sífilis genital primária"
"A511"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51 Sífilis precoce","A511 Sífilis anal primária"
"A512"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51 Sífilis precoce","A512 Sífilis primária de outras localizações"
"A513"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51 Sífilis precoce","A513 Sífilis secundária da pele e das mucosas"
"A514"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51 Sífilis precoce","A514 Outras formas de sífilis secundária"
"A515"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51 Sífilis precoce","A515 Sífilis precoce latente"
"A519"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51 Sífilis precoce","A519 Sífilis precoce não especificada"
"A520"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52 Sífilis tardia","A520 Sífilis cardiovascular"
"A521"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52 Sífilis tardia","A521 Neurossífilis sintomática"
"A522"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52 Sífilis tardia","A522 Neurossífilis assintomática"
"A523"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52 Sífilis tardia","A523 Neurossífilis não especificada"
"A527"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52 Sífilis tardia","A527 Outras formas de sífilis tardia sintomática"
"A528"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52 Sífilis tardia","A528 Sífilis tardia latente"
"A529"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52 Sífilis tardia","A529 Sífilis tardia não especificada"
"A530"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A53 Outras formas e as não especificadas da sífilis","A530 Sífilis latente, não especificada se recente ou tardia"
"A539"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A53 Outras formas e as não especificadas da sífilis","A539 Sífilis não especificada"
"A540"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54 Infecção gonocócica","A540 Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias"
"A541"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54 Infecção gonocócica","A541 Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias"
"A542"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54 Infecção gonocócica","A542 Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas"
"A543"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54 Infecção gonocócica","A543 Infecção gonocócica do olho"
"A544"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54 Infecção gonocócica","A544 Infecção gonocócica do sistema músculo-esquelético"
"A545"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54 Infecção gonocócica","A545 Faringite gonocócica"
