"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"C71"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71 Neoplasia maligna do encéfalo"
"C72"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C72 Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central"
"C73"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C73 Neoplasia maligna da glândula tireóide"
"C74"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C74 Neoplasia maligna da glândula supra-renal (Glândula adrenal)"
"C75"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C75 Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas"
"C76"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C76 Neoplasia maligna de outras localizações e de localizações mal definidas"
"C77"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C77 Neoplasia maligna secundária e não especificada dos gânglios linfáticos"
"C78"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C78 Neoplasia maligna secundária dos órgãos respiratórios e digestivos"
"C79"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C79 Neoplasia maligna secundária de outras localizações"
"C80"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C80 Neoplasia maligna, sem especificação de localização"
"C81"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C81 Doença de Hodgkin"
"C82"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C82 Linfoma não-Hodgkin, folicular (nodular)"
"C83"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83 Linfoma não-Hodgkin difuso"
"C84"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C84 Linfomas de células T cutâneas e periféricas"
"C85"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C85 Linfoma não-Hodgkin de outros tipos e de tipo não especificado"
"C88"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C88 Doenças imunoproliferativas malignas"
"C90"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C90 Mieloma múltiplo e neoplasias malignas de plasmócitos"
"C91"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C91 Leucemia linfóide"
"C92"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C92 Leucemia mielóide"
"C93"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C93 Leucemia monocítica"
"C94"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C94 Outras leucemias de células de tipo especificado"
"C95"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C95 Leucemia de tipo celular não especificado"
"C96"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C96 Outras neoplasias malignas e as não especificadas dos tecidos linfático, hematopoético e tecidos correlatos"
"C97"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C97 Neoplasias malignas de localizações múltiplas independentes (primárias)"
"D00"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D00 Carcinoma in situ da cavidade oral, do esôfago e do estômago"
"D01"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D01 Carcinoma in situ de outros órgãos digestivos"
"D02"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D02 Carcinoma in situ do ouvido médio e do aparelho respiratório"
"D03"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D03 Melanoma in situ"
"D04"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D04 Carcinoma in situ da pele"
"D05"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D05 Carcinoma in situ da mama"
"D06"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D06 Carcinoma in situ do colo do útero (cérvix)"
"D07"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D07 Carcinoma in situ de outros órgãos genitais e dos não especificados"
"D09"," II - Neoplasias (tumores)","Neoplasias (tumores) in situ","D09 Carcinoma in situ de outras localizações e das não especificadas"
"D10"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D10 Neoplasia benigna da boca e da faringe"
"D11"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D11 Neoplasia benigna de glândulas salivares maiores"
"D12"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D12 Neoplasia benigna do cólon, reto, canal anal e ânus"
"D13"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D13 Neoplasia benigna de outras partes e de partes mal definidas do aparelho digestivo"
"D14"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D14 Neoplasia benigna do ouvido médio e do aparelho respiratório"
"D15"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D15 Neoplasia benigna de outros órgãos intratorácicos e dos não especificados"
"D16"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D16 Neoplasia benigna de osso e de cartilagem articular"
"D17"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D17 Neoplasia lipomatosa benigna"
"D18"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D18 Hemangioma e linfangioma de qualquer localização"
"D19"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D19 Neoplasia benigna de tecido mesotelial"
"D20"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D20 Neoplasia benigna de tecido mole do retroperitônio e do peritônio"
"D21"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D21 Outras neoplasias benignas do tecido conjuntivo e de outros tecidos moles"
"D22"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D22 Nevos melanocíticos"
"D23"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D23 Outras neoplasias benignas da pele"
"D24"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D24 Neoplasia benigna da mama"
"D25"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D25 Leiomioma do útero"
"D26"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D26 Outras neoplasias benignas do útero"
"D27"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D27 Neoplasia benigna do ovário"
"D28"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D28 Neoplasia benigna de outros órgãos genitais femininos e de órgãos não especificados"
"D29"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D29 Neoplasia benigna dos órgãos genitais masculinos"
"D30"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D30 Neoplasia benigna dos órgãos urinários"
"D31"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D31 Neoplasia benigna do olho e anexos"
"D32"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D32 Neoplasia benigna das meninges"
"D33"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D33 Neoplasia benigna do encéfalo e de outras partes do sistema nervoso central"
"D34"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D34 Neoplasia benigna da glândula tireóide"
"D35"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D35 Neoplasia benigna de outras glândulas endócrinas e das não especificadas"
"D36"," II - Neoplasias (tumores)","Neoplasias (tumores) benignas(os)","D36 Neoplasia benigna de outras localizações e de localizações não especificadas"
"D37"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D37 Neoplasia de comportamento incerto ou desconhecido da cavidade oral e dos órgãos digestivos"
"D38"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D38 Neoplasia de comportamento incerto ou desconhecido do ouvido médio e dos órgãos respiratórios e intratorácicos"
"D39"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D39 Neoplasia de comportamento incerto ou desconhecido dos órgãos genitais femininos"
"D40"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D40 Neoplasia de comportamento incerto ou desconhecido dos órgãos genitais masculinos"
"D41"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D41 Neoplasia de comportamento incerto ou desconhecido dos órgãos urinários"
"D42"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D42 Neoplasia de comportamento incerto ou desconhecido das meninges"
"D43"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D43 Neoplasia de comportamento incerto ou desconhecido do encéfalo e do sistema nervoso central"
"D44"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D44 Neoplasia de comportamento incerto ou desconhecido das glândulas endócrinas"
"D45"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D45 Policitemia vera"
"D46"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D46 Síndromes mielodisplásicas"
"D47"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D47 Outras neoplasias de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos"
"D48"," II - Neoplasias (tumores)","Neoplasias (tumores) de comportamento incerto ou desconhecido","D48 Neoplasia de comportamento incerto ou desconhecido de outras localizações e de localizações não especificadas"
"D50"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias nutricionais","D50 Anemia por deficiência de ferro"
"D51"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias nutricionais","D51 Anemia por deficiência de vitamina B12"
"D52"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias nutricionais","D52 Anemia por deficiência de folato"
"D53"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias nutricionais","D53 Outras anemias nutricionais"
"D55"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias hemolíticas","D55 Anemia devida a transtornos enzimáticos"
"D56"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias hemolíticas","D56 Talassemia"
"D57"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias hemolíticas","D57 Transtornos falciformes"
"D58"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias hemolíticas","D58 Outras anemias hemolíticas hereditárias"
"D59"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias hemolíticas","D59 Anemia hemolítica adquirida"
"D60"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias aplásticas e outras anemias","D60 Aplasia pura da série vermelha, adquirida (eritroblastopenia)"
"D61"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias aplásticas e outras anemias","D61 Outras anemias aplásticas"
"D62"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias aplásticas e outras anemias","D62 Anemia aguda pós-hemorrágica"
"D63"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias aplásticas e outras anemias","D63 Anemia em doenças crônicas classificadas em outra parte"
"D64"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Anemias aplásticas e outras anemias","D64 Outras anemias"
"D65"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Defeitos da coagulação, púrpura e outras afecções hemorrágicas","D65 Coagulação intravascular disseminada (síndrome de desfibrinação)"
"D66"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Defeitos da coagulação, púrpura e outras afecções hemorrágicas","D66 Deficiência hereditária do fator VIII"
"D67"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Defeitos da coagulação, púrpura e outras afecções hemorrágicas","D67 Deficiência hereditária do fator IX"
"D68"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Defeitos da coagulação, púrpura e outras afecções hemorrágicas","D68 Outros defeitos da coagulação"
"D69"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Defeitos da coagulação, púrpura e outras afecções hemorrágicas","D69 Púrpura e outras afecções hemorrágicas"
"D70"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Outras doenças do sangue e dos órgãos hematopoéticos","D70 Agranulocitose"
"D71"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Outras doenças do sangue e dos órgãos hematopoéticos","D71 Transtornos funcionais dos neutrófilos polimorfonucleares"
"D72"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Outras doenças do sangue e dos órgãos hematopoéticos","D72 Outros transtornos dos glóbulos brancos"
"D73"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Outras doenças do sangue e dos órgãos hematopoéticos","D73 Doenças do baço"
