"causabas","grupo_cid10"
"F632","Transtornos da personalidade e do comportamento do adulto"
"F633","Transtornos da personalidade e do comportamento do adulto"
"F638","Transtornos da personalidade e do comportamento do adulto"
"F639","Transtornos da personalidade e do comportamento do adulto"
"F640","Transtornos da personalidade e do comportamento do adulto"
"F641","Transtornos da personalidade e do comportamento do adulto"
"F642","Transtornos da personalidade e do comportamento do adulto"
"F648","Transtornos da personalidade e do comportamento do adulto"
"F649","Transtornos da personalidade e do comportamento do adulto"
"F650","Transtornos da personalidade e do comportamento do adulto"
"F651","Transtornos da personalidade e do comportamento do adulto"
"F652","Transtornos da personalidade e do comportamento do adulto"
"F653","Transtornos da personalidade e do comportamento do adulto"
"F654","Transtornos da personalidade e do comportamento do adulto"
"F655","Transtornos da personalidade e do comportamento do adulto"
"F656","Transtornos da personalidade e do comportamento do adulto"
"F658","Transtornos da personalidade e do comportamento do adulto"
"F659","Transtornos da personalidade e do comportamento do adulto"
"F660","Transtornos da personalidade e do comportamento do adulto"
"F661","Transtornos da personalidade e do comportamento do adulto"
"F662","Transtornos da personalidade e do comportamento do adulto"
"F668","Transtornos da personalidade e do comportamento do adulto"
"F669","Transtornos da personalidade e do comportamento do adulto"
"F680","Transtornos da personalidade e do comportamento do adulto"
"F681","Transtornos da personalidade e do comportamento do adulto"
"F688","Transtornos da personalidade e do comportamento do adulto"
"F69","Transtornos da personalidade e do comportamento do adulto"
"F700","Retardo mental"
"F701","Retardo mental"
"F708","Retardo mental"
"F709","Retardo mental"
"F710","Retardo mental"
"F711","Retardo mental"
"F718","Retardo mental"
"F719","Retardo mental"
"F720","Retardo mental"
"F721","Retardo mental"
"F728","Retardo mental"
"F729","Retardo mental"
"F780","Retardo mental"
"F781","Retardo mental"
"F788","Retardo mental"
"F789","Retardo mental"
"F790","Retardo mental"
"F791","Retardo mental"
"F798","Retardo mental"
"F799","Retardo mental"
"F800","Transtornos do desenvolvimento psicológico"
"F801","Transtornos do desenvolvimento psicológico"
"F802","Transtornos do desenvolvimento psicológico"
"F803","Transtornos do desenvolvimento psicológico"
"F808","Transtornos do desenvolvimento psicológico"
"F809","Transtornos do desenvolvimento psicológico"
"F810","Transtornos do desenvolvimento psicológico"
"F811","Transtornos do desenvolvimento psicológico"
"F812","Transtornos do desenvolvimento psicológico"
"F813","Transtornos do desenvolvimento psicológico"
"F818","Transtornos do desenvolvimento psicológico"
"F819","Transtornos do desenvolvimento psicológico"
"F82","Transtornos do desenvolvimento psicológico"
"F83","Transtornos do desenvolvimento psicológico"
"F840","Transtornos do desenvolvimento psicológico"
"F841","Transtornos do desenvolvimento psicológico"
"F842","Transtornos do desenvolvimento psicológico"
"F843","Transtornos do desenvolvimento psicológico"
"F844","Transtornos do desenvolvimento psicológico"
"F845","Transtornos do desenvolvimento psicológico"
"F848","Transtornos do desenvolvimento psicológico"
"F849","Transtornos do desenvolvimento psicológico"
"F88","Transtornos do desenvolvimento psicológico"
"F89","Transtornos do desenvolvimento psicológico"
"F900","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F901","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F908","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F909","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F910","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F911","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F912","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F913","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F918","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F919","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F920","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F928","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F929","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F930","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F931","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F932","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F933","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F938","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F939","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F940","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F941","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F942","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F948","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F949","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F950","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F951","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F952","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F958","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F959","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F980","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F981","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F982","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F983","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F984","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F985","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F986","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F988","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F989","Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência"
"F99","Transtorno mental não especificado"
"G001","Doenças inflamatórias do sistema nervoso central"
"G009","Doenças inflamatórias do sistema nervoso central"
"G020","Doenças inflamatórias do sistema nervoso central"
"G021","Doenças inflamatórias do sistema nervoso central"
"G028","Doenças inflamatórias do sistema nervoso central"
"G039","Doenças inflamatórias do sistema nervoso central"
"G060","Doenças inflamatórias do sistema nervoso central"
"G061","Doenças inflamatórias do sistema nervoso central"
"G062","Doenças inflamatórias do sistema nervoso central"
"G07","Doenças inflamatórias do sistema nervoso central"
"G08","Doenças inflamatórias do sistema nervoso central"
"G09","Doenças inflamatórias do sistema nervoso central"
"G320","Outras doenças degenerativas do sistema nervoso"
"G328","Outras doenças degenerativas do sistema nervoso"
"G430","Transtornos episódicos e paroxísticos"
"G431","Transtornos episódicos e paroxísticos"
"G432","Transtornos episódicos e paroxísticos"
"G433","Transtornos episódicos e paroxísticos"
"G438","Transtornos episódicos e paroxísticos"
"G439","Transtornos episódicos e paroxísticos"
"G440","Transtornos episódicos e paroxísticos"
"G441","Transtornos episódicos e paroxísticos"
"G442","Transtornos episódicos e paroxísticos"
"G443","Transtornos episódicos e paroxísticos"
"G444","Transtornos episódicos e paroxísticos"
"G448","Transtornos episódicos e paroxísticos"
"G470","Transtornos episódicos e paroxísticos"
"G471","Transtornos episódicos e paroxísticos"
"G472","Transtornos episódicos e paroxísticos"
"G474","Transtornos episódicos e paroxísticos"
"G478","Transtornos episódicos e paroxísticos"
"G479","Transtornos episódicos e paroxísticos"
"G501","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G508","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G509","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G510","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G511","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G512","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G513","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G514","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G518","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G519","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G520","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G521","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G522","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G523","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G527","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G528","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G529","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G530","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G531","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G532","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G533","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G538","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G540","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G541","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G542","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G543","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G544","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G545","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G546","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G547","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G548","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G549","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G550","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G551","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G552","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G553","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G558","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G560","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G561","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G562","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G563","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G564","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G568","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G569","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G57","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G570","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G571","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G572","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G573","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G574","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G575","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G576","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G578","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G579","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G580","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G587","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G588","Transtornos dos nervos, das raízes e dos plexos nervosos"
"G589","Transtornos dos nervos, das raízes e dos plexos nervosos"
