"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"A505"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50.5 Outras formas tardias e sintomáticas da sífilis congênita"
"A506"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50.6 Sífilis congênita tardia latente"
"A507"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50.7 Sífilis congênita tardia não especificada"
"A509"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A50.9 Sífilis congênita não especificada"
"A510"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51.0 Sífilis genital primária"
"A511"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51.1 Sífilis anal primária"
"A512"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51.2 Sífilis primária de outras localizações"
"A513"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51.3 Sífilis secundária da pele e das mucosas"
"A514"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51.4 Outras formas de sífilis secundária"
"A515"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51.5 Sífilis precoce latente"
"A519"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A51.9 Sífilis precoce não especificada"
"A520"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52.0 Sífilis cardiovascular"
"A521"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52.1 Neurossífilis sintomática"
"A522"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52.2 Neurossífilis assintomática"
"A523"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52.3 Neurossífilis não especificada"
"A527"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52.7 Outras formas de sífilis tardia sintomática"
"A528"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52.8 Sífilis tardia latente"
"A529"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A52.9 Sífilis tardia não especificada"
"A530"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A53.0 Sífilis latente, não especificada se recente ou tardia"
"A539"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A53.9 Sífilis não especificada"
"A540"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54.0 Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias"
"A541"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54.1 Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias"
"A542"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54.2 Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas"
"A543"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54.3 Infecção gonocócica do olho"
"A544"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54.4 Infecção gonocócica do sistema músculo-esquelético"
"A545"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54.5 Faringite gonocócica"
"A546"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54.6 Infecção gonocócica do ânus ou do reto"
"A548"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54.8 Outras infecções gonocócicas"
"A549"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A54.9 Infecção gonocócica não especificada"
"A55"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A55. Linfogranuloma (venéreo) por clamídia"
"A560"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A56.0 Infecções por clamídias do trato geniturinário inferior"
"A561"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A56.1 Infecção por clamídias, pelviperitonial e de outros órgãos geniturinários"
"A562"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A56.2 Infecção por clamídias do trato geniturinário, localização não especificada"
"A563"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A56.3 Infecção do ânus e do reto por clamídias"
"A564"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A56.4 Infecção da faringe por clamídias"
"A568"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A56.8 Infecção por clamídias transmitida por via sexual, de outras localizações"
"A57"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A57. Cancro mole"
"A58"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A58. Granuloma inguinal"
"A590"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A59.0 Tricomoníase urogenital"
"A598"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A59.8 Outras localizações de tricomoníase"
"A599"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A59.9 Tricomoníase não especificada"
"A600"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A60.0 Infecção dos órgãos genitais e do trato geniturinário pelo vírus do herpes"
"A601"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A60.1 Infecção da margem cutânea do ânus e do reto pelo vírus do herpes"
"A609"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A60.9 Infecção anogenital não especificada pelo vírus do herpes"
"A630"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A63.0 Verrugas anogenitais (venéreas)"
"A638"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A63.8 Outras doenças especificadas de transmissão predominantemente sexual"
"A64"," I - Algumas doenças infecciosas e parasitárias","Infecções de transmissão predominantemente sexual","A64. Doenças sexualmente transmitidas, não especificadas"
"A65"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A65. Sífilis não-venérea"
"A660"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A66.0 Lesões iniciais da bouba"
"A661"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A66.1 Papilomas múltiplos e bouba plantar úmida (cravo de bouba)"
"A662"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A66.2 Outras lesões cutâneas precoces da bouba"
"A663"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A66.3 Hiperceratose devida a bouba"
"A664"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A66.4 Gomas e úlceras devidas à bouba"
"A665"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A66.5 Gangosa"
"A666"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A66.6 Lesões osteoarticulares devidas à bouba"
"A667"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A66.7 Outras manifestações da bouba"
"A668"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A66.8 Bouba latente"
"A669"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A66.9 Bouba não especificada"
"A670"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A67.0 Lesões primárias da pinta"
"A671"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A67.1 Lesões intermediárias da pinta"
"A672"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A67.2 Lesões tardias da pinta"
"A673"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A67.3 Lesões mistas da pinta"
"A679"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A67.9 Pinta não especificada"
"A680"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A68.0 Febre recorrente transmitida por piolhos"
"A681"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A68.1 Febre recorrente transmitida por carrapatos"
"A689"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A68.9 Febre recorrente não especificada"
"A690"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A69.0 Estomatite ulcerativa necrotizante"
"A691"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A69.1 Outras infecções de Vincent"
"A692"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A69.2 Doença de Lyme"
"A698"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A69.8 Outras infecções especificadas por espiroquetas"
"A699"," I - Algumas doenças infecciosas e parasitárias","Outras doenças por espiroquetas","A69.9 Infecção por espiroqueta, não especificada"
"A70"," I - Algumas doenças infecciosas e parasitárias","Outras doenças causadas por clamídias","A70. Infecções causadas por Clamídia psittaci"
"A710"," I - Algumas doenças infecciosas e parasitárias","Outras doenças causadas por clamídias","A71.0 Fase inicial do tracoma"
"A711"," I - Algumas doenças infecciosas e parasitárias","Outras doenças causadas por clamídias","A71.1 Fase ativa do tracoma"
"A719"," I - Algumas doenças infecciosas e parasitárias","Outras doenças causadas por clamídias","A71.9 Tracoma não especificado"
"A740"," I - Algumas doenças infecciosas e parasitárias","Outras doenças causadas por clamídias","A74.0 Conjuntivite causada por clamídias"
"A748"," I - Algumas doenças infecciosas e parasitárias","Outras doenças causadas por clamídias","A74.8 Outras doenças causadas por clamídias"
"A749"," I - Algumas doenças infecciosas e parasitárias","Outras doenças causadas por clamídias","A74.9 Infecção causada por clamídias não especificada"
"A750"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A75.0 Tifo epidêmico transmitido por piolhos devido a Rickettsia prowazekii"
"A751"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A75.1 Tifo recrudescente [doença de Brill]"
"A752"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A75.2 Tifo por Rickettsia typhi"
"A753"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A75.3 Tifo por Rickettsia tsutsugamuchi"
"A759"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A75.9 Tifo não especificado"
"A770"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A77.0 Febre maculosa por Rickettsia richettsii"
"A771"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A77.1 Febre maculosa por Rickettsia conorii"
"A772"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A77.2 Febre maculosa devida à Rickettsia siberica"
"A773"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A77.3 Febre maculosa devida à Rickettsia australis"
"A778"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A77.8 Outras febres maculosas"
"A779"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A77.9 Febre maculosa não especificada"
"A78"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A78. Febre Q"
"A790"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A79.0 Febre das trincheiras"
"A791"," I - Algumas doenças infecciosas e parasitárias","Rickettsioses","A79.1 Rickettsiose variceliforme devida à Rickettsia akari"
